reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app
0d68cdaf-b801-41ca-9978-5f1af02f1127,Hayatun Nufus,https://play-lh.googleusercontent.com/a/ACg8ocJQPTZu5jt8ihRmzkuST6oWxt0HbXvypAPkAHTY1Mq5Bng8mQ=mo,mudah dalam setiap transaksi brimo sangat membantu,5,0,2.87.1,2025-09-05 11:30:12,"Hai Sobat BRI, terima kasih atas ulasannya 😊. Semoga aplikasi BRImo semakin mempermudah aktivitas perbankan Sobat BRI. Tks~Lula",2025-09-05 11:46:18,2.87.1,BRImo
1937fcdc-2fd8-4f51-b31c-221803490554,Ferdinand Enduy,https://play-lh.googleusercontent.com/a-/ALV-UjWWMXolmvOYmQqEEMnZ9VcLdz5ot46OafsJpFSf8CXljeBBXLMvqA,keren... Aplikasi yang sangat praktis,5,0,2.87.1,2025-09-05 11:27:26,"Hai Sobat BRI, terima kasih atas ulasannya 🙏. Semoga aplikasi BRImo semakin mempermudah aktivitas perbankan Sobat BRI. Tks~Belin",2025-09-05 11:56:59,2.87.1,BRImo
037d823f-d877-4e63-8d7c-42324f1b45e8,Iranazwa Lestari,https://play-lh.googleusercontent.com/a-/ALV-UjWqxTlp5mOcEa_C-0oB7Q6wEWgZnsi3wV__NEZJTPMpBj1lIWs,"uang cuma ada 500 ribu doang, terus mau trf k BSI d proses selama 4 hari. setelah di lakukan pengaduan katanya uang telah berhasil d trf tp uang nya ga masuk k BSI. sumpahhh kesel banget aku, pakai BRI malah nambah hutang, apk yg ga membantu sama sekali",1,0,2.87.1,2025-09-05 11:23:24,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjut, mohon disampaikan nomor laporan yang dimiliki melalui email callbri@bri.co.id. Tks~Sora",2025-09-05 11:50:43,2.87.1,BRImo
d4e9d60e-428c-4b25-9064-5d874743225b,Ahmad farid Hamdulilah,https://play-lh.googleusercontent.com/a-/ALV-UjU2t0Rcu4NPPbPWnuHzbR8vb9kJ8bpsHv5khhpKTkXQxPCehyMz,"bagus tapi plis jangan kebanyakan update, penyimpanan gw habis anjir",5,0,2.80.0,2025-09-05 11:17:36,"Hai Sobat BRI, terima kasih atas ulasannya. Update BRImo bertujuan untuk meningkatkan fitur-fitur yang dapat memudahkan nasabah dalam melakukan aktivitas perbankan. Pastikan selalu update BRImo agar dapat menikmati fitur menarik lainnya. Guna tindak lanjut, mohon kirimkan detail kendala melalui email callbri@bri.co.id. Tks~Amel",2025-09-05 11:48:31,2.80.0,BRImo
33470256-5a29-4869-9510-cb5b083e79c8,Puput Setiawati,https://play-lh.googleusercontent.com/a/ACg8ocJ564LuxOvFwRLcO_HncmuhBHLtc48grCMW2lR9XLrAs47dbg=mo,mudah,5,0,2.87.1,2025-09-05 11:15:23,"Hai Sobat BRI, terima kasih atas ulasannya 😊. Semoga aplikasi BRImo semakin mempermudah aktivitas perbankan Sobat BRI. Tks~Luis",2025-09-05 11:47:08,2.87.1,BRImo
5185d43a-366c-4991-a0c1-cbedb35cee8a,Ayubhar,https://play-lh.googleusercontent.com/a-/ALV-UjWYU0tmX05BY0ZmV1SLtHvrnq3qIbCsGpvlz244wpjvXuGmGzaz,sangat membantu dlm hal transaksi apapun,5,0,2.87.1,2025-09-05 11:11:56,"Hai Sobat BRI, terima kasih atas ulasannya 😊. Semoga aplikasi BRImo semakin mempermudah aktivitas perbankan Sobat BRI. Tks~Amel",2025-09-05 11:15:55,2.87.1,BRImo
788d420f-5bfe-4ea5-8c0d-4bb121f24c55,basri muhammad,https://play-lh.googleusercontent.com/a-/ALV-UjUOr-_n1TtEjI0SrY_B-XxMUClIehrkog67P65wq72Cagpbp-VB,ok,5,0,2.87.1,2025-09-05 11:11:54,"Hai Sobat BRI, terima kasih atas ulasannya ☺️. Semoga aplikasi BRImo semakin mempermudah aktivitas perbankan Sobat BRI. Tks~Najwa",2025-09-05 11:17:01,2.87.1,BRImo
581df72a-7e23-4ea5-a62a-18cd17f348df,Linda Arlinda,https://play-lh.googleusercontent.com/a/ACg8ocJ3pke0G9pw1q1QgP12O5fS2LH7QRMZ7fOuOutXP54fkhQgiw=mo,joz gandos,4,0,2.87.1,2025-09-05 11:11:50,"Hai Sobat BRI, terima kasih atas ulasannya ☺️. Semoga aplikasi BRImo semakin mempermudah aktivitas perbankan Sobat BRI. Tks~Hela",2025-09-05 11:18:51,2.87.1,BRImo
389af63a-1f03-4108-8acd-d81e46d982d6,Sunia Agustina,https://play-lh.googleusercontent.com/a-/ALV-UjXbh3JZhn2GBuCtkvaQycLLvgd_vEG52iVkGbbpXl4H5c6JALRr,disuruh update trs anjg,2,0,2.85.0,2025-09-05 11:11:46,"Hai Sobat BRI, terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Fira",2023-11-03 19:40:09,2.85.0,BRImo
7f0e2b42-45af-4942-9395-338a24aad813,Abdul Wahib,https://play-lh.googleusercontent.com/a/ACg8ocInU9rF1JrQAj5pZdjhRJmB-fU-ybvbaouxXVnRPqXM81r-=mo,"Alhamdulillah, sangat membantu.",5,0,2.87.1,2025-09-05 11:11:11,"Hai Sobat BRI, terima kasih atas ulasannya 😊. Semoga aplikasi BRImo semakin mempermudah aktivitas perbankan Sobat BRI. Tks~Lula",2025-09-05 11:17:25,2.87.1,BRImo
