reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app
5fdd6f38-83a0-498a-ae1d-9a998ea9974a,Rizlan Sani,https://play-lh.googleusercontent.com/a/ACg8ocLZPEGsVtZW6Qycx2STFkOQi0cl0DB3f8D9AqMAZciKdrwDjw=mo,setelah di upgrade napa jadi lemot gini sih apk ini,5,0,3.1.0,2025-09-05 11:35:20,"Hai Sahabat @Rizlan Sani, mohon maaf atas ketidaknyamanannya. Terkait kendala Livin' by Mandiri yang dialami mohon untuk mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi layanan mandiri call 14000 agar dapat dilakukan pengecekan ya. Tks~Divia",2025-09-05 11:37:56,3.1.0,LivinMandiri
e2a8d7b4-6828-4413-8110-7761691da3b4,Sitinouryati Yati,https://play-lh.googleusercontent.com/a/ACg8ocKh3v3XS-NFgbi9DMfdU06Y6IXb17rb11HbCP5QnMqQIyuOUA=mo,bgs untuk saat ini blm mngecewakn,5,0,3.0.0,2025-09-05 11:34:58,"Halo Sahabat @Sitinouryati Yati, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Cira
",2025-09-05 11:40:28,3.0.0,LivinMandiri
76ccf6b3-b191-44f3-946a-4c76b17e8260,Keyra Sya,https://play-lh.googleusercontent.com/a/ACg8ocKo3ISbM0HpIZtnnuGyPLVEdd_NGN7Ual3y2zYw5aTUMyo5nw=mo,sering bgt update ngabisin memori lemot bgt haduh setelah update,1,0,,2025-09-05 11:34:40,"Halo Sahabat @Keyra Sya, mohon maaf atas ketidaknyamanannya. Perihal kendala pada layanan Livin’ by Mandiri, mohon untuk mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan Mandiri Call 14000 agar dilakukan pengecekan. Tks~Danti",2025-09-05 11:39:19,,LivinMandiri
b91100da-1318-4c1b-a156-e1fe1763b294,lomri Majid,https://play-lh.googleusercontent.com/a/ACg8ocLr6VfBLcOfAuuN8YPOODjJkAgiJVAGfBWJ8ljpA3GmB6RcKQ=mo,bagus jadi mempermudah cara teransakmsi,5,0,3.0.0,2025-09-05 11:19:47,Terima kasih atas review yang telah diberikan Sahabat @lomri Majid. Semoga dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Azura,2025-09-05 11:21:43,3.0.0,LivinMandiri
3108d52f-45ab-4a01-be09-3bced63542ba,Amir Gunawan,https://play-lh.googleusercontent.com/a/ACg8ocLKbCLizjnahKUZLDdMlmx7Wx6WFgCD5AH3qzBc3kRW7v291Q=mo,ok,5,0,3.0.0,2025-09-05 11:17:44,"Halo Sahabat @Amir Gunawan, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Irish",2025-09-05 11:21:40,3.0.0,LivinMandiri
16bbcd89-6c1c-4027-846f-8c0af5550f66,Jhon Lengkong,https://play-lh.googleusercontent.com/a-/ALV-UjXJ2C2Nuo6o3pATIadEViBgdvERyOMnPDaRLq_O45noiE2I8iaE,parahhhhh update susa,1,0,3.0.0,2025-09-05 11:15:53,"Halo Sahabat @Jhon Lengkong, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi mandiri call 14000 agar dapat dilakukan pengecekan. Tks~Momo",2025-09-05 11:19:45,3.0.0,LivinMandiri
4239a22b-9c86-4697-bfac-f7344ca81b71,Ilham Maulana,https://play-lh.googleusercontent.com/a/ACg8ocIED1fNVjZhW37EluijYguqhtN6aVD1aFfOBql-I81uRrWzLw=mo,Kenapa livin saya tidak bisa dibuka,4,0,3.1.0,2025-09-05 11:09:49,"Halo Sahabat @Ilham Maulana, mohon maaf atas ketidaknyamanannya. Apabila Sahabat memiliki kendala/keluhan maka agar segera ditindaklanjuti, kami persilakan Sahabat dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi mandiri call 14000. Tks~Via",2025-09-05 11:29:21,3.1.0,LivinMandiri
67b73e20-82fe-4566-acf5-651712844564,Muntoif MJT,https://play-lh.googleusercontent.com/a-/ALV-UjWIaWgkMtBobw2ZM8L_btwQGr853p3kvAWsAyB_J5Qliy3JKwSd,lumayan nih adakemajuan,4,0,3.0.0,2025-09-05 11:06:30,"Halo Sahabat @Muntoif MJT, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Cira

",2025-09-05 11:08:07,3.0.0,LivinMandiri
70840684-536f-48d9-9da8-d45e6eb4ebeb,darga,https://play-lh.googleusercontent.com/a-/ALV-UjVDjMwA7tPwhPO_1QAH0ZuE58ZsPbQUbffEM1L9EMUcxwZVKOY2,"tolong dong bug nya di perbaiki lgi,klo mau transaksi atau transfer selalu muncul tulisan "" rekening sumber tidak ada/tidak terdaftar"" pdhl jelas² rekening atau e-wallet yg di tuju itu bener dan g salah nomornya dan jg terdaftar",1,0,3.1.0,2025-09-05 11:01:38,"Halo Sahabat @darga, mohon maaf atas ketidaknyamannya. Untuk perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Irish",2025-09-05 11:02:39,3.1.0,LivinMandiri
f2791bc3-feea-4c91-811b-75fb633275f0,eben efesus,https://play-lh.googleusercontent.com/a-/ALV-UjU_Ru0dsjD1sQsM15GDAwhNlR3OtXpajITA5y0lxE038DybwT4,"buat rekening lama sekali, sampai batre hp habis,proses terus menerus, tidak jelas sampai kapan",1,0,3.1.0,2025-09-05 11:00:56,"Halo Sahabat @eben efesus, mohon maaf atas ketidaknyamanannya. Perihal tsb mohon kesediaannya menghubungi layanan mandiri call 14000 atau mengirimkan email ke mandiricare@bankmandiri.co.id agar dpt kami lakukan pengecekan lebih lanjut ya. Tks~Azura",2025-09-05 11:05:13,3.1.0,LivinMandiri
